source_type,conversation_id,conversation_title,message_timestamp,candidate_excerpt,gpu_models,vram_gb,price_aud,urls,filter_basis
ChatGPT-Export,69edd989-3720-8399-abdd-f6c623f8fa84,Search for desktops,2026-04-27T05:38:20.962657+00:00,"laptop | Mike PC / eBay AU / Gumtree + ACT/Recompute/Reboot IT | Used GPU risk |
| Path 3 — Clean warranty desktop | PLE AI Advanced build | Ryzen 7 9700X | RTX 5070 Ti 16GB | 32GB DDR5 | $3,907 | PLE Computers | 16GB VRAM ceiling |
| Path 3 — Fast 16GB desktop | RTX 4080 Super prebuilt / refurbished MSI Infinite X2 class | i7-14700F/KF class | RTX 4080 Super 16GB | 32GB | ~$4,000–$4,500 | Mwave / Mike PC / eBay AU | Fast GPU but not 24GB |
| Path 1 — Best laptop | Lenovo Legion Pro 7i i9-14900H",RTX 5070 Ti | RTX 4080 | RTX 4090 | RTX 4070 Ti | RTX 3090,16,,,project_term
ChatGPT-Export,69edd989-3720-8399-abdd-f6c623f8fa84,Search for desktops,2026-04-27T05:38:20.962657+00:00,"Prioritise:
- 24GB VRAM desktops
- 16GB VRAM desktops/laptops
- 17–18 inch desktop-replacement laptops
- RTX 3090 / 3090 Ti / 4090 / 4080 Super / 5070 Ti
- Seller risk, warranty, photos, returns, item location, and total landed price",RTX 3090,24,,,project_term
ChatGPT-Export,69edd989-3720-8399-abdd-f6c623f8fa84,Search for desktops,2026-04-27T05:38:20.962657+00:00,"| Item type | Examples captured |
|---|---|
| High-end 16–18 inch laptops | Razer Blade 16 RTX 4080, Razer Blade 18 RTX 4090, ASUS SCAR 18 RTX 4080, MSI Vector 18 RTX 5080 |
| Cheaper gaming laptops | ROG Strix G17 RTX 4060, HP Omen RTX 3070, MSI Sword RTX 3050 Ti |
| Workstation laptops | HP ZBook Fury 17 G8 RTX A3000, Dell Precision 7760 |
| Ergonomic / touchscreen options | Surface Studio, Yoga AIO 7, Asus AIO, Dell OptiPlex AIO |
| Known manual-check item | ASUS Zenbook Duo eBay item `177334",RTX 4080 | RTX 4090 | RTX 5080 | RTX 4060 | RTX 3070 | RTX 3050 Ti,,,,project_term
ChatGPT-Export,69edd989-3720-8399-abdd-f6c623f8fa84,Search for desktops,2026-04-27T05:38:20.962657+00:00,"Example: the Razer Blade 18 RTX4090 row is present, but the useful fields are not split into:",RTX4090,,,,project_term
ChatGPT-Export,69edd989-3720-8399-abdd-f6c623f8fa84,Search for desktops,2026-04-27T05:38:20.962657+00:00,"| Priority | Item | Why |
|---:|---|---|
| 1 | **Razer Blade 18 RTX4090, i9-13950HX, 32GB, 2TB — AU $4,070.65** | Best one-device large-screen candidate; likely 16GB VRAM; needs seller/warranty verification.",RTX4090,32,,,project_term
ChatGPT-Export,69edd989-3720-8399-abdd-f6c623f8fa84,Search for desktops,2026-04-27T05:38:20.962657+00:00,"fileciteturn5file4 |
| 2 | **ASUS ROG Strix SCAR 18 RTX4080, i9-14900HX, 32GB, 2TB — AU $3,989.05** | Strong 18-inch 16GB-class laptop; relevant benchmark vs MSI/Blade.",RTX4080,32,,,project_term
ChatGPT-Export,69edd989-3720-8399-abdd-f6c623f8fa84,Search for desktops,2026-04-27T05:38:20.962657+00:00,"fileciteturn5file2 |
| 3 | **Razer Blade 16 RTX4080 OLED — AU $3,300 + $22.12** | Potentially strong 16GB VRAM deal if real and warranty/seller check out.",RTX4080,16,,,project_term
ChatGPT-Export,69edd989-3720-8399-abdd-f6c623f8fa84,Search for desktops,2026-04-27T05:38:20.962657+00:00,"fileciteturn5file3 |
| 4 | **ASUS ROG Zephyrus Duo 16 RTX4080 — AU $3,000 + $22.12** | Very interesting dual-screen creative laptop; likely 12GB RTX 4080 laptop VRAM depending SKU; verify exact GPU VRAM.",RTX4080 | RTX 4080,12,,,project_term
ChatGPT-Export,69edd989-3720-8399-abdd-f6c623f8fa84,Search for desktops,2026-04-27T05:38:20.962657+00:00,"fileciteturn5file5 |
| 5 | **MSI Vector 18 HX AI RTX5080 — AU $4,999** | Over preferred budget but useful benchmark for 18-inch RTX 5080 pricing.",RTX5080 | RTX 5080,,,,project_term
ChatGPT-Export,69edd989-3720-8399-abdd-f6c623f8fa84,Search for desktops,2026-04-27T05:38:20.962657+00:00,"- Jellyfish diffuser
- old AIOs without strong GPU
- RTX 3050 Ti laptops above secondary-device pricing
- 8GB VRAM laptops above rational price
- overseas/import listings with huge postage unless unusually compelling",RTX 3050 Ti,8,,,project_term
ChatGPT-Export,69efa03a-cd58-83a0-b9e1-861507d02eb8,High-VRAM Hardware Procurement,2026-04-28T10:57:10.110806+00:00,"Instead of direct page visits, search Google with these exact queries and visit the Google cache or search result snippets:
- `site:scorptec.com.au ""RTX 5090"" in stock`
- `site:alliedgamingpc.com.au ""MOAB-A"" OR ""RTX 5090""`
- `site:aftershockpc.com.au ""Aether"" ""RTX 5090""`
- `site:titaniumpc.com.au ""7900 XTX""`",RTX 5090,,,,project_term
ChatGPT-Export,69efa03a-cd58-83a0-b9e1-861507d02eb8,High-VRAM Hardware Procurement,2026-04-28T10:57:10.110806+00:00,## CHEAPER RTX 3090 LISTINGS — BROADEN SEARCH,RTX 3090,,,,project_term
ChatGPT-Export,69efa03a-cd58-83a0-b9e1-861507d02eb8,High-VRAM Hardware Procurement,2026-04-28T10:57:10.110806+00:00,"- Gumtree: Search VIC/Melbourne specifically for ""RTX 3090"" — there may be local private sellers at lower prices
- Facebook Marketplace Melbourne: Search ""RTX 3090"" — private sellers often undercut eBay pricing
- Australian Computer Traders: Search their website for RTX 3090 — ex-corporate cards with warranties
- Tech Junction: Search for RTX 3090 — refurbished laptops/desktops with 3090",RTX 3090,,,,project_term
ChatGPT-Export,69efa03a-cd58-83a0-b9e1-861507d02eb8,High-VRAM Hardware Procurement,2026-04-28T10:57:10.110806+00:00,"Add these missing products to the heatmap:
- Allied MOAB-A RTX 5090 system at ~$8,799 (verify price via Google search)
- Scorptec Tempest RTX 5090 at ~$9,599
- Titanium PC RX 7900 XTX prebuilt at ~$4,999
- PB Tech Radeon Pro W7900 48GB at ~$6,087 (if back in stock)
- Infinity Y16 RTX 5090 laptop at $5,499 (you already have this)
- HP Omen MAX 16 RTX 5090 at ~$5,699 (verify if available)",RTX 5090 | RX 7900 XTX | Radeon Pro ,48,,,project_term
ChatGPT-Export,69efa03a-cd58-83a0-b9e1-861507d02eb8,High-VRAM Hardware Procurement,2026-04-28T10:57:10.110806+00:00,"Umart MSI Ventus 3X OC RTX 5090 — $5,999 (cheapest new RTX 5090)
2.",RTX 5090,,,,project_term
ChatGPT-Export,69efa03a-cd58-83a0-b9e1-861507d02eb8,High-VRAM Hardware Procurement,2026-04-28T10:57:10.110806+00:00,"Infinity Y16 RTX 5090 laptop PC Case Gear — $5,499
3.",RTX 5090,,,,project_term
ChatGPT-Export,69efa03a-cd58-83a0-b9e1-861507d02eb8,High-VRAM Hardware Procurement,2026-04-28T10:57:10.110806+00:00,"Sapphire RX 7900 XTX MSY — was $1,399 out of stock, is it back?",RX 7900 XTX,,,,project_term
ChatGPT-Export,69efa03a-cd58-83a0-b9e1-861507d02eb8,High-VRAM Hardware Procurement,2026-04-28T10:57:10.110806+00:00,"Gigabyte Aorus Master RTX 5090 PC Case Gear — $6,299",RTX 5090,,,,project_term
ChatGPT-Export,69efa03a-cd58-83a0-b9e1-861507d02eb8,High-VRAM Hardware Procurement,2026-04-28T10:57:10.110806+00:00,"This report compiles high‑VRAM GPUs and systems available for purchase in Australia, together with used/refurbished RTX 3090 listings from local marketplaces.",RTX 3090,,,,project_term
ChatGPT-Export,69efa03a-cd58-83a0-b9e1-861507d02eb8,High-VRAM Hardware Procurement,2026-04-28T10:57:10.110806+00:00,"|Source type|Platform|URL|Brand + Model|GPU model & VRAM (GB)|Price (AUD)|Condition|Availability|Region / shipping|Notes|
|---|---|---|---|---|---|---|---|---|---|
|Retailer|PC Case Gear|[ASUS TUF Gaming OC GeForce RTX 5090](https://www.pccasegear.com/category/193_2303/graphics-cards/geforce-rtx-5090)|ASUS TUF Gaming OC|RTX 5090 32 GB GDDR7|$6,399|New|In stock【26416498907995†L497-L506】|Australia|32 GB GDDR7 memory, 512‑bit bus, 28 Gbps memory speed and PCIe 5.0 interface【26416498907995†L497-L500",GeForce RTX 5090 | RTX 5090,32,,https://www.pccasegear.com/category/193_2303/graphics-cards/geforce-rtx-5090,project_term
ChatGPT-Export,69efa03a-cd58-83a0-b9e1-861507d02eb8,High-VRAM Hardware Procurement,2026-04-28T10:57:10.110806+00:00,"|Retailer|PC Case Gear|[Gigabyte Aorus Master RTX 5090](https://www.pccasegear.com/category/193_2303/graphics-cards/geforce-rtx-5090)|Gigabyte Aorus Master|RTX 5090 32 GB GDDR7|$6,299|New|In stock【26416498907995†L584-L595】|Australia|Boost clock ~2.65 GHz, 32 GB GDDR7, 512‑bit bus and 28 Gbps memory speed【26416498907995†L584-L588】.",RTX 5090,32,,https://www.pccasegear.com/category/193_2303/graphics-cards/geforce-rtx-5090,project_term
ChatGPT-Export,69efa03a-cd58-83a0-b9e1-861507d02eb8,High-VRAM Hardware Procurement,2026-04-28T10:57:10.110806+00:00,"|Retailer|PC Case Gear|Same|ASUS ROG Astral OC|RTX 5090 32 GB GDDR7|$6,899|New|In stock【26416498907995†L567-L577】|Australia|OC edition with dual‑fan cooler; same 32 GB VRAM and 28 Gbps memory speed【26416498907995†L569-L572】.",RTX 5090,32,,,project_term
ChatGPT-Export,69efa03a-cd58-83a0-b9e1-861507d02eb8,High-VRAM Hardware Procurement,2026-04-28T10:57:10.110806+00:00,"|Retailer|Mwave|[ASUS ROG Astral LC GeForce RTX 5090 OC Edition](https://www.mwave.com.au/product/asus-rog-astral-lc-geforce-rtx-5090-32gb-gddr7-oc-edition-video-card-ac56320)|ASUS ROG Astral LC|RTX 5090 32 GB GDDR7|$6,499|New|In stock【437213846293720†screenshot】|Australia|Liquid‑cooled variant; 32 GB GDDR7 memory, 512‑bit bus and 28 Gbps memory speed; includes 360 mm radiator【437213846293720†screenshot】.",GeForce RTX 5090 | RTX 5090,32,,https://www.mwave.com.au/product/asus-rog-astral-lc-geforce-rtx-5090-32gb-gddr7-oc-edition-video-card-ac56320,project_term
ChatGPT-Export,69efa03a-cd58-83a0-b9e1-861507d02eb8,High-VRAM Hardware Procurement,2026-04-28T10:57:10.110806+00:00,"|Retailer|Mwave|[ASUS ROG Astral GeForce RTX 5090 OC Edition](https://www.mwave.com.au/product/asus-rog-astral-geforce-rtx-5090-32gb-gddr7-oc-edition-video-card-ac56300)|ASUS ROG Astral OC|RTX 5090 32 GB GDDR7|$6,699|New|In stock【437213846293720†screenshot】|Australia|Air‑cooled OC edition with 32 GB GDDR7; Mwave list shows in‑stock and discounted pricing【437213846293720†screenshot】.",GeForce RTX 5090 | RTX 5090,32,,https://www.mwave.com.au/product/asus-rog-astral-geforce-rtx-5090-32gb-gddr7-oc-edition-video-card-ac56300,project_term
ChatGPT-Export,69efa03a-cd58-83a0-b9e1-861507d02eb8,High-VRAM Hardware Procurement,2026-04-28T10:57:10.110806+00:00,"|Retailer|Umart|[MSI GeForce RTX 5090 Ventus 3X OC 32 GB](https://www.umart.com.au/product/msi-geforce-rtx-5090-ventus-3x-oc-32-gb-video-card-70577)|MSI Ventus 3X OC|RTX 5090 32 GB GDDR7|$5,999|New|In stock【554694288090396†L1548-L1561】|Australia|Umart product page lists the GPU with 32 GB GDDR7 memory, 28 Gbps memory speed and 512‑bit bus; in‑stock and available for delivery【554694288090396†L1548-L1561】.",GeForce RTX 5090 | RTX 5090,32,,https://www.umart.com.au/product/msi-geforce-rtx-5090-ventus-3x-oc-32-gb-video-card-70577,project_term
ChatGPT-Export,69efa03a-cd58-83a0-b9e1-861507d02eb8,High-VRAM Hardware Procurement,2026-04-28T10:57:10.110806+00:00,"|Retailer|MSY|[Sapphire Pulse Radeon RX 7900 XTX Gaming OC 24G](https://www.msy.com.au/product/sapphire-pulse-radeon-rx-7900-xtx-gaming-oc-24g-64164)|Sapphire Pulse|RX 7900 XTX 24 GB GDDR6|$1,399|New|Out of stock【685957215381300†screenshot】|Australia|Features RDNA 3 architecture and **24 GB GDDR6 memory**【685957215381300†screenshot】; one of the cheapest 24 GB cards in AU.",Radeon RX 7900 | RX 7900 XTX,24,,https://www.msy.com.au/product/sapphire-pulse-radeon-rx-7900-xtx-gaming-oc-24g-64164,project_term
ChatGPT-Export,69efa03a-cd58-83a0-b9e1-861507d02eb8,High-VRAM Hardware Procurement,2026-04-28T10:57:10.110806+00:00,"|Marketplace (used)|eBay AU|[ZOTAC Gaming GeForce RTX 3090 Trinity 24 GB](https://www.ebay.com.au/itm/314495495380)|ZOTAC RTX 3090 Trinity|RTX 3090 24 GB GDDR6X|≈ $1,534 (CA $1,499.99)|Used|In‑stock (Buy‑It‑Now)【138326933064938†screenshot】|Ships from Canada to AU|Seller “cbgam_10” has **100 % positive feedback (54)**【138326933064938†screenshot】; used card with 24 GB VRAM; no explicit warranty.",GeForce RTX 3090 | RTX 3090,24,,https://www.ebay.com.au/itm/314495495380,project_term
ChatGPT-Export,69efa03a-cd58-83a0-b9e1-861507d02eb8,High-VRAM Hardware Procurement,2026-04-28T10:57:10.110806+00:00,"|Marketplace (used)|eBay AU|[GALAX RTX 3090 Turbo 24 GB Blower](https://www.ebay.com.au/itm/374532722985)|GALAX RTX 3090 Turbo|RTX 3090 24 GB GDDR6X|≈ $1,522 (US $1,089)|Used|In‑stock【417054984687687†screenshot】|Ships from USA to AU|Seller “e‑dealsglobal7” has **98.8 % positive feedback (84)**【417054984687687†screenshot】; listing notes cards are tested and working.",RTX 3090,24,,https://www.ebay.com.au/itm/374532722985,project_term
ChatGPT-Export,69efa03a-cd58-83a0-b9e1-861507d02eb8,High-VRAM Hardware Procurement,2026-04-28T10:57:10.110806+00:00,"|Marketplace (used)|eBay AU|[MSI RTX 3090 Turbo 24 GB Blower Type](https://www.ebay.com.au/itm/374562482583)|MSI RTX 3090 Turbo|RTX 3090 24 GB GDDR6X|≈ $1,580 (US $1,130)|Used|In‑stock【697491037217407†screenshot】|Ships from USA to AU|Same seller “e‑dealsglobal7” (98.8 % positive)【697491037217407†screenshot】; blower‑style cooler; tested working.",RTX 3090,24,,https://www.ebay.com.au/itm/374562482583,project_term
ChatGPT-Export,69efa03a-cd58-83a0-b9e1-861507d02eb8,High-VRAM Hardware Procurement,2026-04-28T10:57:10.110806+00:00,"|Marketplace (used)|eBay AU|[MSI GeForce RTX 3090 Ventus 3X OC 24 GB](https://www.ebay.com.au/itm/386766042946)|MSI Ventus 3X OC|RTX 3090 24 GB GDDR6X|$1,700|Used|In‑stock【204357195002292†screenshot】|Australia|Seller “scobejo” has **100 % positive feedback (1,212)**【204357195002292†screenshot】; used card with original box.",GeForce RTX 3090 | RTX 3090,24,,https://www.ebay.com.au/itm/386766042946,project_term
ChatGPT-Export,69efa03a-cd58-83a0-b9e1-861507d02eb8,High-VRAM Hardware Procurement,2026-04-28T10:57:10.110806+00:00,"|Marketplace (used)|Gumtree|[Generic RTX 3090 24 GB Graphics Card](https://www.gumtree.com.au/s-ad/melbourne-city/computer-components-parts/graphics-card-rtx-3090-24gb/1338688143)|Generic / unknown|RTX 3090 24 GB GDDR6X|$1,100|Used|Expired listing【921934929812222†screenshot】|Melbourne (pickup)|Listing for a 24 GB RTX 3090 at **$1,100**; description is vague and page indicates the listing is no longer available【921934929812222†screenshot】.",RTX 3090,24,,https://www.gumtree.com.au/s-ad/melbourne-city/computer-components-parts/graphics-card-rtx-3090-24gb/1338688143,project_term
ChatGPT-Export,69efa03a-cd58-83a0-b9e1-861507d02eb8,High-VRAM Hardware Procurement,2026-04-28T10:57:10.110806+00:00,Rent RTX 4090/L40S/A100/H100-class hardware only when needed.,RTX 4090,,,,project_term
ChatGPT-Export,69efa03a-cd58-83a0-b9e1-861507d02eb8,High-VRAM Hardware Procurement,2026-04-28T10:57:10.110806+00:00,"- A newer 8GB RTX 5070 laptop can be faster than an older 8GB GPU, but it still hits an 8GB ceiling.",RTX 5070,8,,,project_term
ChatGPT-Export,69efa03a-cd58-83a0-b9e1-861507d02eb8,High-VRAM Hardware Procurement,2026-04-28T10:57:10.110806+00:00,"### CONSTELLAR ONYX PC - RTX 4080 SUPER
Description: None
Price: $4,099.00
URL: 
Number of Reviews: None
Rating: None
Featured Tag: Best desktop route
Merchants: Mike PC AU",RTX 4080,,,,project_term
ChatGPT-Export,69efa03a-cd58-83a0-b9e1-861507d02eb8,High-VRAM Hardware Procurement,2026-04-28T10:57:10.110806+00:00,"### Acer Predator Orion 7000 RTX 4080 SUPER Desktop
Description: None
Price: $4,988.00
URL: 
Number of Reviews: 2
Rating: 3.0
Featured Tag: Over-budget warning
Merchants: Domayne + others",RTX 4080,,,,project_term
ChatGPT-Export,69efa03a-cd58-83a0-b9e1-861507d02eb8,High-VRAM Hardware Procurement,2026-04-28T10:57:10.110806+00:00,"| Rank | Option | Verdict |
|---:|---|---|
| **1** | **RTX 3090 24GB desktop build + refurbished ThinkPad** | Best blend of local LLM capability, image-generation headroom, upgradeability, and total value.",RTX 3090,24,,,project_term
ChatGPT-Export,69efa03a-cd58-83a0-b9e1-861507d02eb8,High-VRAM Hardware Procurement,2026-04-28T10:57:10.110806+00:00,"|
| **2** | **RTX 4080 Super / RTX 5070 Ti 16GB desktop** | Cleaner warranty than used 3090, faster GPU, but 16GB VRAM is a real ceiling for 32B models.",RTX 4080 | RTX 5070 Ti,16,,,project_term
ChatGPT-Export,69efa03a-cd58-83a0-b9e1-861507d02eb8,High-VRAM Hardware Procurement,2026-04-28T10:57:10.110806+00:00,"|
| **3** | **Lenovo Legion Pro 7i RTX 4090 16GB laptop** | Best one-device option, but worse value than desktop and capped at 16GB VRAM.",RTX 4090,16,,,project_term
ChatGPT-Export,69efa03a-cd58-83a0-b9e1-861507d02eb8,High-VRAM Hardware Procurement,2026-04-28T10:57:10.110806+00:00,"**Definitive recommendation:** buy a **desktop-first NVIDIA CUDA setup**, preferably with **RTX 3090 24GB**, and pair it with a **$500–$800 refurbished ThinkPad-class laptop**.",RTX 3090,24,,,project_term
ChatGPT-Export,69efa03a-cd58-83a0-b9e1-861507d02eb8,High-VRAM Hardware Procurement,2026-04-28T10:57:10.110806+00:00,"A 16GB RTX 4090 laptop is powerful, but it still has **less VRAM than a used RTX 3090 desktop**.",RTX 4090 | RTX 3090,16,,,project_term
ChatGPT-Export,69efa03a-cd58-83a0-b9e1-861507d02eb8,High-VRAM Hardware Procurement,2026-04-28T10:57:10.110806+00:00,### Option 3A — Custom RTX 3090 24GB AI desktop + refurbished ThinkPad,RTX 3090,24,,,project_term
ChatGPT-Export,69efa03a-cd58-83a0-b9e1-861507d02eb8,High-VRAM Hardware Procurement,2026-04-28T10:57:10.110806+00:00,"| Component | Target |
|---|---|
| CPU | AMD Ryzen 7 7700 / Ryzen 7 7800X3D / Intel i7-class |
| GPU | **Used/refurb RTX 3090 24GB** |
| RAM | 64GB DDR5 preferred |
| Storage | 2TB NVMe |
| PSU | 850W Gold minimum |
| Case | Airflow-focused mid tower |
| OS | Windows 11 / Linux dual boot optional |",RTX 3090,24,,,project_term
ChatGPT-Export,69efa03a-cd58-83a0-b9e1-861507d02eb8,High-VRAM Hardware Procurement,2026-04-28T10:57:10.110806+00:00,"| Item | Estimated AUD |
|---|---:|
| RTX 3090 24GB | ~$1,500–$1,900 |
| New desktop platform | ~$1,400–$1,900 |
| Refurb ThinkPad / business laptop | ~$500–$800 |
| **Total** | **~$3,400–$4,600** |",RTX 3090,24,,,project_term
ChatGPT-Export,69efa03a-cd58-83a0-b9e1-861507d02eb8,High-VRAM Hardware Procurement,2026-04-28T10:57:10.110806+00:00,"- Mike PC lists an **MSI RTX 3090 AERO 24GB** with **12-month warranty** at **$1,799**, although the page shows ETA-style availability rather than immediate walk-in certainty.",RTX 3090,24,,,project_term
ChatGPT-Export,69efa03a-cd58-83a0-b9e1-861507d02eb8,High-VRAM Hardware Procurement,2026-04-28T10:57:10.110806+00:00,"([mikepc.com.au](https://mikepc.com.au/products/msi-rtx-3090-aero-24gb-graphics-card?srsltid=AfmBOoqxlAACw0DQ6G1d6yzWUOhuBkjSidNcllDbJ6Ctr42J_G2OLswC&utm_source=chatgpt.com))
- eBay AU listings for RTX 3090 24GB show a broad band around **AU ~$1,100–$2,100+**, with GST/import flags on some overseas listings; this confirms the market exists but requires seller scrutiny.",RTX 3090,24,,https://mikepc.com.au/products/msi-rtx-3090-aero-24gb-graphics-card?srsltid=AfmBOoqxlAACw0DQ6G1d6yzWUOhuBkjSidNcllDbJ6Ctr42J_G2OLswC&utm_source=chatgpt.com,project_term
ChatGPT-Export,69efa03a-cd58-83a0-b9e1-861507d02eb8,High-VRAM Hardware Procurement,2026-04-28T10:57:10.110806+00:00,"([ebay.com.au](https://www.ebay.com.au/shop/3090-24gb?_nkw=3090+24gb&srsltid=AfmBOoqKxsxuL1bMRylDE9N7McsPdq-Q5K1S9GOezApqcvycyXk_5gr_&utm_source=chatgpt.com))
- Gumtree AU shows local RTX 3090 examples including a Hampton Park VIC listing at **$1,500**, but private-sale GPU risk is high.",RTX 3090,24,,https://www.ebay.com.au/shop/3090-24gb?_nkw=3090+24gb&srsltid=AfmBOoqKxsxuL1bMRylDE9N7McsPdq-Q5K1S9GOezApqcvycyXk_5gr_&utm_source=chatgpt.com,project_term
ChatGPT-Export,69efa03a-cd58-83a0-b9e1-861507d02eb8,High-VRAM Hardware Procurement,2026-04-28T10:57:10.110806+00:00,### Option 3B — New/prebuilt 16GB desktop: RTX 5070 Ti / RTX 4080 Super class,RTX 5070 Ti | RTX 4080,16,,,project_term
ChatGPT-Export,69efa03a-cd58-83a0-b9e1-861507d02eb8,High-VRAM Hardware Procurement,2026-04-28T10:57:10.110806+00:00,#### 3B-1 — PLE AI Advanced RTX 5070 Ti 16GB,RTX 5070 Ti,16,,,project_term
ChatGPT-Export,69efa03a-cd58-83a0-b9e1-861507d02eb8,High-VRAM Hardware Procurement,2026-04-28T10:57:10.110806+00:00,"PLE lists an **AI Advanced** build at **$3,907**, built to order, with **Ryzen 7 9700X**, **32GB DDR5-6000**, **Gigabyte RTX 5070 Ti 16GB**, and **2TB NVMe**.",RTX 5070 Ti,32,,,project_term
ChatGPT-Export,69efa03a-cd58-83a0-b9e1-861507d02eb8,High-VRAM Hardware Procurement,2026-04-28T10:57:10.110806+00:00,#### 3B-2 — RTX 4080 Super 16GB desktop,RTX 4080,16,,,project_term
ChatGPT-Export,69efa03a-cd58-83a0-b9e1-861507d02eb8,High-VRAM Hardware Procurement,2026-04-28T10:57:10.110806+00:00,"Mwave search results show several RTX 4080 Super desktop options, including a Thermaltake i7-14700F/32GB/2TB/RTX 4080S system and a refurbished MSI MPG Infinite X2 i7-14700KF/32GB/2TB SSD + 2TB HDD/RTX 4080 Super system with 12-month limited warranty.",RTX 4080,32,,,project_term
ChatGPT-Export,69efa03a-cd58-83a0-b9e1-861507d02eb8,High-VRAM Hardware Procurement,2026-04-28T10:57:10.110806+00:00,"Product-search results also surfaced a **CONSTELLAR ONYX RTX 4080 SUPER** around **$4,099** and an **Acer Predator Orion 7000 RTX 4080 SUPER** around **$4,988**, the latter outside your preferred budget.",RTX 4080,,,,project_term
ChatGPT-Export,69efa03a-cd58-83a0-b9e1-861507d02eb8,High-VRAM Hardware Procurement,2026-04-28T10:57:10.110806+00:00,- Faster than RTX 3090 in many compute workloads.,RTX 3090,,,,project_term
ChatGPT-Export,69efa03a-cd58-83a0-b9e1-861507d02eb8,High-VRAM Hardware Procurement,2026-04-28T10:57:10.110806+00:00,- Worse for 32B local coding models than a 24GB RTX 3090 if full-GPU residency is the goal.,RTX 3090,24,,,project_term
ChatGPT-Export,69efa03a-cd58-83a0-b9e1-861507d02eb8,High-VRAM Hardware Procurement,2026-04-28T10:57:10.110806+00:00,"- Faster per image than RTX 3090 in many workflows, but less VRAM.",RTX 3090,,,,project_term
ChatGPT-Export,69efa03a-cd58-83a0-b9e1-861507d02eb8,High-VRAM Hardware Procurement,2026-04-28T10:57:10.110806+00:00,"### Option 1A — Lenovo Legion Pro 7i RTX 4090 16GB, 32/64GB RAM",RTX 4090,16,,,project_term
ChatGPT-Export,69efa03a-cd58-83a0-b9e1-861507d02eb8,High-VRAM Hardware Procurement,2026-04-28T10:57:10.110806+00:00,"Mike PC lists a **Lenovo Legion Pro 7i** with **i9-14900HX**, **RTX 4090 16GB**, **32GB or 64GB DDR5**, **2TB SSD**, and **16-inch 2K 240Hz** display at **$3,599 sale price** for the listed configuration family.",RTX 4090,16,,,project_term
ChatGPT-Export,69efa03a-cd58-83a0-b9e1-861507d02eb8,High-VRAM Hardware Procurement,2026-04-28T10:57:10.110806+00:00,([mikepc.com.au](https://mikepc.com.au/products/lenovo-legion-pro-7i-i9-14900hx-32gb-2tb-ssd-rtx-4090-2k-240hz-1y-wty?srsltid=AfmBOoqQQSbvop2QyAsANuX_-8xxcm-4qGBBb-evi8jyACPmwnPMxOyo&utm_source=chatgpt.com)),,32,,https://mikepc.com.au/products/lenovo-legion-pro-7i-i9-14900hx-32gb-2tb-ssd-rtx-4090-2k-240hz-1y-wty?srsltid=AfmBOoqQQSbvop2QyAsANuX_-8xxcm-4qGBBb-evi8jyACPmwnPMxOyo&utm_source=chatgpt.com,project_term
ChatGPT-Export,69efa03a-cd58-83a0-b9e1-861507d02eb8,High-VRAM Hardware Procurement,2026-04-28T10:57:10.110806+00:00,"Dell Outlet also shows Alienware laptop configurations with **RTX 4090 16GB**, **64GB DDR5**, and **2TB SSD**, but exact availability changes quickly.",RTX 4090,16,,,project_term
ChatGPT-Export,69efa03a-cd58-83a0-b9e1-861507d02eb8,High-VRAM Hardware Procurement,2026-04-28T10:57:10.110806+00:00,([dell.com](https://www.dell.com/en-au/outlet/shop/laptops-tablets/alienware-laptops?utm_source=chatgpt.com)),,,,https://www.dell.com/en-au/outlet/shop/laptops-tablets/alienware-laptops?utm_source=chatgpt.com,project_term
ChatGPT-Export,69efa03a-cd58-83a0-b9e1-861507d02eb8,High-VRAM Hardware Procurement,2026-04-28T10:57:10.110806+00:00,- Good 30B experimentation but not as comfortable as RTX 3090 24GB.,RTX 3090,24,,,project_term
ChatGPT-Export,69efa03a-cd58-83a0-b9e1-861507d02eb8,High-VRAM Hardware Procurement,2026-04-28T10:57:10.110806+00:00,"Dell AU’s Alienware 18 Area-51 listing starts from **$4,499** and uses 14th-gen Intel HX CPUs with RTX 40-series class options; Dell Outlet has RTX 4090/64GB/2TB examples.",RTX 4090,64,,,project_term
ChatGPT-Export,69efa03a-cd58-83a0-b9e1-861507d02eb8,High-VRAM Hardware Procurement,2026-04-28T10:57:10.110806+00:00,([dell.com](https://www.dell.com/en-au/shop/gaming-and-games/alienware-m18-r2-gaming-laptop/spd/alienware-m18-r2-laptop?utm_source=chatgpt.com)),,,,https://www.dell.com/en-au/shop/gaming-and-games/alienware-m18-r2-gaming-laptop/spd/alienware-m18-r2-laptop?utm_source=chatgpt.com,project_term
ChatGPT-Export,69efa03a-cd58-83a0-b9e1-861507d02eb8,High-VRAM Hardware Procurement,2026-04-28T10:57:10.110806+00:00,- Similar to Legion RTX 4090 laptop if configured with 16GB RTX 4090.,RTX 4090,16,,,project_term
ChatGPT-Export,69efa03a-cd58-83a0-b9e1-861507d02eb8,High-VRAM Hardware Procurement,2026-04-28T10:57:10.110806+00:00,- Less compelling if configured with 12GB RTX 4080.,RTX 4080,12,,,project_term
